id,isbn,title,author,publisher,year,month,day,,,,que,category_id
1197,"9781844805273","English for IT and the internet","Lesley Gourlay, Paul Hullock","Thomson",2006,1,1,,,,"QUEUE1",15
1198,"9780194573962","Basic English for computing","Eric H. Glendinning ; John McEwan","Oxford Univ. Press",2001,1,1,,,,"QUEUE1",15
1199,"9780194574921","Oxford English for information technology","Eric H. Glendinning; John McEwan","Oxford Univ. Press",2007,1,1,,,,"QUEUE1",15
1200,"9780194573757","Oxford English for information technology","Eric H. Glendinning; John McEwan","Oxford Univ. Press",2002,2,2,,,,"QUEUE1",15
1201,"9780194573764","Oxford English for information technology : teacher's guide","Eric H. Glendinning, John McEwan","Oxford University Press",2002,1,1,"19/06/2015 15:40:19: 3 copies returned by Your God
19/06/2015 15:27:27: 2 copies returned by Your God
19/06/2015 15:25:55: 3 copies borrowed by Your God
19/06/2015 15:24:02: 1 copies returned by Your God
",,,"QUEUE1",15
1202,"9780521685436","Professional English in use. intermediate to advanced","Elna Marco Fabr�, Santiago Remacha Esteras","Cambridge University Press",2007,4,4,"19/06/2015 15:27:33: 2 copies returned by Your God
19/06/2015 15:26:05: 1 copies borrowed by Your God
",,,"QUEUE1",15
1203,"9780194574075","Basic English for computing","Eric H. Glendinning, John McEwan","Oxford University Press",1999,1,1,,,,"QUEUE1",15
1204,"9781902741765","Technical English : vocabulary and Grammar","Nick Brieger; Alison Pohl","Summertown Publishing",2002,8,8,,,,"QUEUE1",21
1205,"9781405845540","Technical english","David Bonamy","Pearson Longman",2008,4,4,,,,"QUEUE1",21
1206,"9781405881456","Technical English","David Bonamy","Pearson Longman",2008,2,2,,,,"QUEUE1",21
1207,"9781408268056","Technical English 3","David Bonamy and Christopher Jacques","Pearson Longman",2011,3,3,,,,"QUEUE1",21
1208,"9781408267981","Technical English 3","David Bonamy and Christopher Jacques","Pearson Longman",2011,3,3,,,,"QUEUE1",21
1209,"9781405845458","Technical English","David Bonamy","Pearson/Longman",2008,2,2,,,,"QUEUE1",21
1210,"9781408229477","Technical English 3","David Bonamy and Christopher Jacques","Pearson Longman",2011,2,2,,,,"QUEUE1",21
1211,"9780521699273","Successful scientific writing : a step-by-step guide for the biological and medical sciences","Janice R. Mathews and Robert W. Matthews","Cambridge University Press",2008,1,1,,,,"QUEUE1",21
1212,"9781859644447","English for environmental science in higher education studies","Richard Lee","Garnet Pub.",2009,1,1,,,,"QUEUE1",21
1213,"9781857758627","Medical IELTS : a workbook for international doctors and PLAB candidates","edited by David Sales","Radcliffe",2004,1,1,,,,"QUEUE1",21
1214,"9781405881449","Technical English 1 : teacher's book","Celia Bingham with additional material by David Bonamy","Pearson/Longman",2008,2,2,,,,"QUEUE1",21
1215,"9780194569545","Technology 2 teacher's resource book","Alison Pohl ; with additional material by Norman Glendinning","Oxford university press",2008,1,1,,,,"QUEUE1",21
1216,"9780194574594","Tech talk : PRE INTERMEDIATE TEACHER'S BOOK","Vicki Hollett","Oxford Univ Press",2005,1,1,,,,"QUEUE1",21
1217,"9780194574587","Tech talk","John Sydes; Vicki Hollett","Oxford University Press",2005,2,2,,,,"QUEUE1",21
1218,"9780194574600","Tech talk : PRE-INTERMEDIATE WORKBOOK","John Sydes; Vicki Hollett","Oxford Univ Press",2005,1,1,,,,"QUEUE1",21
1219,"9780194575430","Tech talk intermediate teacher's book","Vicki Hollett, John Sydes","Oxford University Press",2009,2,2,,,,"QUEUE1",21
1220,"9780194575416","Tech talk","Vicki Hollett, John Sydes","Oxford University Press",2009,2,2,,,,"QUEUE1",21
1221,"9781408268063","Technical English 4","David Bonamy and Christopher Jacques","Longman",2011,1,1,,,,"QUEUE1",21
1222,"9780582539655","Everyday technical English","Valerie Lambert and Elaine Murray","Longman",2003,1,1,,,,"QUEUE1",21
1223,"9780582539631","Everyday technical English","Valerie Lambert and Elaine Murray","Longman",2006,1,1,,,,"QUEUE1",21
1224,"9780194388276","Engineering","Lindsay White","Cornelsen Verlag",2003,1,1,,,,"QUEUE1",21
1225,"9780194569507","Technology 1 : student's book","Eric H. Glendinning","Oxford University Press",2007,2,2,,,,"QUEUE1",21
1226,"9780194569538","Technology 2","Eric H. Glendinning and Alison Pohl","Oxford University Press",2008,1,1,,,,"QUEUE1",21
1227,"9780194569514","Technology","David Bonamy ; with additional material by Norman Glendinning","Oxford University Press",2007,1,1,,,,"QUEUE1",21
1228,"9780194575423","Tech talk Intermediate workbook","Lewis Lansford","Oxford University Press",2009,2,2,,,,"QUEUE1",21
1229,"9780132454773","Academic connections : level 4","Julia Williams","Pearson Longman",2010,12,12,,,,"QUEUE1",0
1230,"9780132454742","Academic Connections","Betsy Cassriel, Marit ter-Mate Martinsen","Pearson Education",2010,2,2,,,,"QUEUE1",0
1231,"9780132454766","Academic Connections","Julia Williams, David Hill","Pearson Longman",2010,7,7,,,,"QUEUE1",0
1232,"9780132454759","Academic Connections","David Hill","Pearson Longman",2010,1,1,,,,"QUEUE1",0
1233,"9780521165280","Cambridge academic English : an integrated skills course for EAP","Craig Thaine","Cambridge University Press",2012,10,10,,,,"QUEUE1",7
1234,"9780521165242","Cambridge academic English an integrated skills course for EAP","Martin Hewings","Cambridge University Press",2012,8,8,,,,"QUEUE1",7
1235,"9780521165310","Cambridge Academic English : an integrated skills course for EAP ; advanced C1","Martin Hewings","Cambridge Univ. Press",2012,7,7,,,,"QUEUE1",7
1236,"9780521179584","Complete IELTS. audio CDs","Guy Brook-Hart and Vanessa Jakeman","Cambridge University Press",2012,12,12,,,,"QUEUE1",7
1237,"9780521179508","Complete IELTS","Guy Brook Hart and Vanessa Jakeman","Cambridge University Press",2012,7,7,,,,"QUEUE1",7
1238,"9781107642812","Complete IELTS","Guy Brook-Hart & Vanessa Jakeman","Cambridge University Press",2013,2,2,,,,"QUEUE1",7
1239,"9781442528031","EAP now! English for academic purposes","Kathy Cox, David Hill","Pearson Longman",2011,6,6,,,,"QUEUE1",7
1240,"9781107607149","Cambridge Academic English B2 Upper Intermediate Class Audio Cd + Dvd An Integrated Skills Course for Eap","Martin Hewings ; course consultant Michael McCarthy","Cambridge Univ Pr",2012,19,19,,,,"QUEUE1",7
1241,"9780521165228","Cambridge Academic English B1+ Intermediate Class","Craig Thaine ; course consultant: Michael McCarthy","Cambridge Univ Pr",2011,11,11,,,,"QUEUE1",7
1242,"9780582825307","New cutting edge","Sarah Cunningham ; Peter Moor","Longman/Pearson Education",2005,2,2,"31/07/2015 10:53:57: 1 copies returned by Christine Hogan
29/07/2015 13:24:24: 1 copies borrowed by Christine Hogan
",,,"QUEUE1",28
1243,"9781447972518","Cutting edge","","",2013,1,1,,,,"QUEUE1",28
1244,"9781405826389","Language leader","David Cotton ; David Falvey ; Simon Kent","Pearson Education",2008,3,3,,,,"QUEUE1",28
1245,"9780521739900","English unlimited","David Rea & Theresa Clementson ; with Alex Tilbury & Leslie Anne Hendra","Cambridge University Press",2011,2,2,,,,"QUEUE1",28
1246,"9780521603409","Face2face","Gillie Cunningham & Chris Redston","Cambridge University Press",2006,2,2,"17/08/2015 12:58:53: 1 copies returned by alice arnold
17/08/2015 08:59:42: 1 copies borrowed by alice arnold
",,,"QUEUE1",28
1247,"9780230033047","Global Intermediate class CDs","Lindsay Clandfield & Rebecca Robb Benne","Macmillan",2011,1,1,,,,"QUEUE1",28
1248,"9781405863810","Lifestyle. English for work, socializing & travel","Iwanna Dubicka & Margaret O'Keefe","Pearson Longman",2010,2,2,,,,"QUEUE1",28
1249,"9780194768696","New headway intermediate level","Liz and John Soars","Oup",2009,2,2,,,,"QUEUE1",28
1250,"9781408216583","Speak out","Antonia Clare, JJ Wilson","Pearson Longman",2011,2,2,,,,"QUEUE1",28
1251,"9781408254288","New Total English Intermediate","Rachael Roberts, Antonia Clare and JJ Wilsone","Pearson Longman",2011,3,3,,,,"QUEUE1",28
1252,"9781405800563","Total English","Antonia Clare, JJ Wilson","Pearson Longman",2006,1,1,,,,"QUEUE1",28
1253,"9780194305129","English result intermediate class audio cds","Mark Hancock & Annie McDonald","Oup",2009,2,2,,,,"QUEUE1",28
1254,"9780582506572","Language to go pre-intermediate","Gillie Cunningham, Sue Mohamed ; series editor, Simon Greenall","Longman",2002,1,1,,,,"QUEUE1",29
1255,"9781405826433","Language leader","Ian Lebeau ; Gareth Rees","Pearson Education",2008,3,3,,,,"QUEUE1",29
1256,"9780230033139","Global Pre-intermediate Class Audio Cds","Lindsay Clandfield","Macmillan Educ Ltd",2010,2,2,,,,"QUEUE1",29
1257,"9780521697798","English unlimited","Alex Tilbury ... [et al.]","Cambridge University Press",2010,1,1,,,,"QUEUE1",29
1258,"9780194769617","New headway. intermediate","Liz and John Soars","Oxford University Press",2012,1,1,,,,"QUEUE1",29
1259,"9781408254295","New total English","Araminta Crace with Richard Acklam","Pearson Longman",2011,5,5,,,,"QUEUE1",29
1260,"9781405800495","Total english","Richard Acklam, Araminta Crace","Longman",2005,2,2,,,,"QUEUE1",29
1261,"9781405826495","Language leader","David Cotton ..","Longman [u.a.]",2008,4,4,,,,"QUEUE1",30
1262,"9780582506558","Language to go intermediate level ; class audio CD",,"Longman",2002,1,1,,,,"QUEUE1",30
1263,"9781408291559","Lifestyle : English for work, socializing & travel","Irene Barrall & John Rogers","Pearson",2012,2,2,,,,"QUEUE1",30
1264,"9780194383844","Natural English","Ruth Gairns & Stuart Redman","Oxford Univ. Pr.",2003,1,1,,,,"QUEUE1",30
1265,"9781405800648","Total English","Richard Acklam, Araminta Crace","Pearson Longman",2006,2,2,,,,"QUEUE1",30
1266,"9781408254271","New total English","Araminta Crace ; with Richard Acklam","Pearson Longman",2011,2,2,"03/07/2015 14:05:17: 1 copies returned by Mateusz Kieleczala
02/07/2015 13:47:06: 1 copies borrowed by Mateusz Kieleczala
",,,"QUEUE1",30
1267,"9780194305136","English result upper-intermediate class audio cds","","Oxford University Press",2010,1,1,,,,"QUEUE1",30
1268,"9780521712828","Face2face","Gillie Cunningham & Jan Bell ; with Chris Redston","Cambridge University Press",2009,1,1,,,,"QUEUE1",26
1269,"9781408224700","Language leader","David Cotton ... [et al.]","Pearson Longman",2010,2,2,,,,"QUEUE1",26
1270,"9780194594837","New English file advanced : class audio CDs","Clive Oxenden, Christina Latham-Koenig","Oxford University Press",2010,4,4,,,,"QUEUE1",26
1271,"9780194386890","New Headway","John & Liz Soars","Oxford Univ. Press",2003,6,6,,,,"QUEUE1",26
1272,"9780230009301","New Inside Out Advanced Class Audio Cds","Ceri Jones, Tania Bastow & Amanda Jeffries","Macmillan Educ Ltd",2010,1,1,,,,"QUEUE1",26
1273,"9781408254301","New total English","J.J. Wilson and Antonia Clare","Pearson Longman",2012,2,2,,,,"QUEUE1",26
1274,"9780194711241","Headway academic skills & ielts introductory class cd  pack component","Richard Harrison...[et al.]","Oxford University Press",2012,2,2,,,,"QUEUE1",8
1275,"9781133313854","Achieve IELTS 1 English for international education : class audio CDs","Louis Harrison, Caroline Cushen","Heinle, Cengage Learning",2013,5,5,,,,"QUEUE1",8
1276,"9780462007502","Achieve IELTS","Louis Harrison & Caroline Cushen","Marshall Cavendish,.",2005,3,3,,,,"QUEUE1",8
1277,"9780462007540","Achieve IELTS 2 Class Audio CD English for international education","Louis Harrison, Caroline Cushen, Susan Hutchison","Marshall Cavendish Education",2006,3,3,,,,"QUEUE1",8
1278,"9781133318224","Bridge to ielts class audio cds","Louis Harrison and Susan Hutchison","Wadsworth Publishing Co I",2012,2,2,,,,"QUEUE1",8
1279,"9780521013369","Cambridge IELTS 3 : examination papers from University of Cambridge ESOL examinations","University of Cambridge, Local Examinations Syndicate","University of Cambridge [etc.]",2002,2,2,,,,"QUEUE1",8
1280,"9780521544658","Cambridge IELTS 4 : examination papers from University of Cambridge ESOL examinations","from the University of Cambridge Local Examinations Syndicate","University of Cambridge [etc.]",2005,1,1,,,,"QUEUE1",8
1281,"9780521677042","Cambridge IELTS 5 : examination papers from University of Cambridge ESOL Examinations","","Cambridge University Press",2006,3,3,,,,"QUEUE1",8
1282,"9780521693103","Cambridge ielts 6 audio cds","","Cambridge Univ Pr",2007,1,1,,,,"QUEUE1",8
1283,"9780521173797","Cambridge IELTS 8","Cambridge ESOL","Cambridge Univ. Press",2011,1,1,,,,"QUEUE1",8
1284,"9780230439986","Direct to IELTS","Sam McCarter","Macmillan Education",2013,5,5,,,,"QUEUE1",8
1285,"9781408239155","Focus on IELTS CDs 1 and 2","Sue O'Connell","Pearson Longman",2002,9,9,,,,"QUEUE1",8
1286,"9781405815307","Focus on skills for IELTS Foundation","Margaret Matthews, Katy Salisbury","Pearson Longman",2007,1,1,,,,"QUEUE1",8
1287,"9780582829145","Focus on IELTS foundation","Sue O'Connell","s.n.]",2006,6,6,,,,"QUEUE1",8
1288,"9781133316619","IELTS express Upper intermediate class audio CDs","Richard Hallows, Martin Lisboa, Mark Unwin","HEINLE Cengage",2012,8,8,,,,"QUEUE1",8
1289,"9781413013979","IELTS express","Richard Hallows ...","Thomson Learning (Thomson ELT)",2006,1,1,,,,"QUEUE1",8
1290,"9780230425811","Ielts foundation audio cd","Andrew Preshous ... [et al.]","Macmillan Education",2012,6,6,,,,"QUEUE1",8
1291,"9781405013970","IELTS foundation class CDs","Rachael Roberts, Joanne Gakonga, Andrew Preshous","Macmillan",2004,2,2,,,,"QUEUE1",8
1292,"9781405080804","Ielts graduation class CDs","Mark Allen, Debra Powell, Dickie Dolby","Macmillan",2007,1,1,,,,"QUEUE1",8
1293,"9780230425767","IELTS Introduction : Class Audio CDs","Sam McCarter ","Macmillan Education",2010,5,5,,,,"QUEUE1",8
1294,"9780194575362","IELTS masterclass","Simon Haines and Peter May","Oxford University Press",2006,6,6,,,,"QUEUE1",8
1295,"9780521544696","Insight into IELTS extra","Vanessa Jakeman and Clare McDowell","Cambridge Univ. Press [u.a.]",2003,1,1,,,,"QUEUE1",8
1296,"9780521680929","New insight into ielts student's book audio cd","Vanessa Jakeman and Clare McDowell","Cambridge Univ Press",2008,7,7,,,,"QUEUE1",8
1297,"9780521680943","New insight into ielts workbook audio cd","Vanessa Jakeman and Clare McDowell","Cambridge Univ Press",2008,1,1,,,,"QUEUE1",8
1298,"9780521608800","Objective IELTS","Michael Black, Wendy Sharp","Cambridge University Press",2006,2,2,,,,"QUEUE1",8
1299,"9780521608770","Objective IELTS","Annette Capel, Michael Black","Cambridge University Press",2006,2,2,,,,"QUEUE1",8
1300,"9780230732216","Ready for IELTS class CDs","Sam McCarter with Rachael Roberts","Macmillan Education",2010,1,1,,,,"QUEUE1",8
1301,"9780521544702","Step up to IELTS","Vanessa Jakeman and Clare McDowell","Cambridge University Press",2004,2,2,,,,"QUEUE1",8
1302,"9780194532044","Bec vantage masterclass upper intermediate class audio cds","O'Driscoll and Scott-Barrett","Oxf U P",2003,1,1,,,,"QUEUE1",12
1303,"9780521132183","Business Advantage B2 : Upper-Intermediate","Handford, Michael ..","Klett",2011,2,2,,,,"QUEUE1",12
1304,"9780194576468","Business one one intermediate audio cd","Rachel Appleby ... [et al.]","Oxford Univ Press",2007,1,1,,,,"QUEUE1",12
1305,"9780194748070","Business Result: Elementary: Class CD","John Hughes, Jon Naunton, Rebecca Turner, Michael Duckworth",,2009,1,1,,,,"QUEUE1",12
1306,"9780194768139","Business result : upper-intermediate","Michael Duckworth & Rebecca Turner","Oxford University Press",2008,9,9,,,,"QUEUE1",12
1307,"9780194768269","Business result","Kate Baade","Oxford University Press",2009,4,4,,,,"QUEUE1",12
1308,"9780230717268","In company : upper intermediate class audio CD","Mark Powell","Oxford University Press",2010,2,2,,,,"QUEUE1",12
1309,"9780582840539","Intelligent business","[Tonya] Trappe, [Graham] Tullis","Pearson Longman",2006,1,1,,,,"QUEUE1",12
1310,"9780194555067","International express upper-intermediate : class CDs","Keith Harding and Adrian Wallmork","Oxford University press",2007,1,1,,,,"QUEUE1",12
1311,"9781408259962","Market leader","David Cotton, David Falvey, Simon Kent","Pearson/Longman",2010,1,1,,,,"QUEUE1",12
1312,"9781408219744","Market leader intermediate. business English course book","David Cotton, David Falvey, Simon Kent","Longman",2010,2,2,,,,"QUEUE1",12
1313,"9781408219928","Market leader business English course book","David Cotton, David Falvey, Simon Kent","Pearson Longman",2011,8,8,,,,"QUEUE1",12
1314,"9781408219560","Market leader business English course book","Iwonna Dubicka, Margaret O'Keeffe","Pearson Longman : [Financial Times?]",2011,3,3,,,,"QUEUE1",12
1315,"9781405813129","Market leader","David Cotton, David Falvey, Simon Kent","Longman [u.a.]",2006,4,4,,,,"QUEUE1",12
1316,"9780230438019","Business 2.0 Class Audio CD Upper Intermediate Level","John Allison","",2013,2,2,,,,"QUEUE1",12
1317,"9780194579568","Engineering","Peter Astley and Lewis Lansford","Oxford University Press",2013,2,2,,,,"QUEUE1",38
1318,"9780521752886","English for business studies : a course for business studies and economics students","Ian MacKenzie","Cambridge Univ. Press",2002,2,2,,,,"QUEUE1",38
1319,"9780521754521","English for business communication","[Simon Sweeney]","Cambridge University Press",2003,1,1,"14/07/2015 16:20:21: 1 copies returned by Sian Morrey
13/07/2015 12:47:21: 1 copies borrowed by Sian Morrey
",,,"QUEUE1",38
1320,"9780521743433","English for business studies","Ian MacKenzie","Cambridge Univ. Press",2010,2,2,,,,"QUEUE1",38
1321,"9780521547284","English for the Financial Sector","Ian MacKenzie","s.n.]",2008,2,2,,,,"QUEUE1",38
1322,"9781405845472","Technical english","David Bonamy","Pearson Longman",2008,1,1,,,,"QUEUE1",38
1323,"9780194569583","Oxford english for careers medicine 2 : class CD","Sam McCarter","Oxford University Press",2010,1,1,,,,"QUEUE1",38
1324,"9780194023030","Oxford english for careers medicine 1 : class CD","Sam McCarter","Oxford University Press",2009,1,1,,,,"QUEUE1",38
1325,"9781405845564","Technical english","David Bonamy","Pearson Longman",2008,2,2,,,,"QUEUE1",38
1326,"9781408229453","Technical English","David Bonamy","Pearson Longman",2011,3,3,,,,"QUEUE1",38
1327,"9780194569521","Technology 1 class CD","Eric H. Glendinning","Oxford University Press",2007,1,1,,,,"QUEUE1",38
1328,"9780194569552","Technology 2","Eric H. Glendinning and Alison Pohl","Oxford University Press",2008,1,1,,,,"QUEUE1",38
1329,"9780194575454","Tech talk Intermediate Audio CD","Vicki Hollett, John Sydes","Oxford University Press",2009,2,2,,,,"QUEUE1",38
1330,"9780194574617","Tech Talk","John Sydes; Vicki Hollett","University Press",2005,1,1,,,,"QUEUE1",38
1331,"9780521539135","Telephoning in English","B. Jean Naterop, Rod Revell","Cambridge University Press",2004,2,2,,,,"QUEUE1",38
1332,"9781405848329","Advanced expert CAE","","Pearson Education",2008,2,2,,,,"QUEUE1",38
1333,"9781107687349","Complete First Class","Guy Broke-Hart, Barbara Thomas, Amanda Thomas","Cambridge Univ Pr",2014,2,2,,,,"QUEUE1",38
1334,"9781107628540","Objective First Class Audio CDs","Annette Capel, Wendy Sharp","CUP",2014,2,2,,,,"QUEUE1",38
1335,"9780194800433","CAE Result","Kathy Gude & Mary Stephens","Oxford Univ. Press",2008,1,1,,,,"QUEUE1",38
1336,"9781107644502","Complete Advanced Class","","Cambridge Univ Pr",2014,2,2,,,,"QUEUE1",38
1337,"9781107647275","Objective Advanced Class","","Cambridge Univ Pr",2014,2,2,,,,"QUEUE1",38
1338,"9781405848732","FCE Gold plus Coursebook CD 1, 2 and 3","Jacky Newbrook , Judith Wilson, Richard Acklam","Pearson Longman",2008,4,4,,,,"QUEUE1",38
1339,"9781405848657","Cae gold plus audio cds","Elaine Boyd, Nick Kenny... [et al.]","Longman",2008,3,3,,,,"QUEUE1",38
1340,"9781107470217","First Trainer Audio CDs","Peter May","CUP",2014,2,2,,,,"QUEUE1",38
1341,"9781107694484","Cambridge English First 1 for Revised Exam from 2015 Authentic Examination Papers from Cambridge English Language Assessment","","Cambridge Univ Pr",2014,2,2,,,,"QUEUE1",38
1342,"9780582507302","New proficiency gold","Jacky Newbrook ; Judith Wilson","Longman",2002,3,3,,,,"QUEUE1",38
1343,"9780582507289","New proficiency gold","Jacky Newbrook ; Judith Wilson","Longman",2002,1,1,,,,"QUEUE1",38
1344,"9780230028913","Ready for CAE Class CDs : Updated for the revised CAE exam","Roy Norris with Amanda French","Macmillan",2008,1,1,,,,"QUEUE1",38
1345,"9780194705233","Cambridge English Proficiency masterclass","","Oxford University Press",2012,1,1,,,,"QUEUE1",38
1346,"9781424016846","Spotlight on fce","Jon Naunton and John Hughes","Thomson Learning",2009,2,2,,,,"QUEUE1",38
1347,"9780521004558","Business English frameworks","Paul Emmerson","Cambridge Univ. Press",2002,2,2,"14/07/2015 16:20:21: 1 copies returned by Sian Morrey
13/07/2015 10:51:03: 1 copies borrowed by Sian Morrey
",,,"QUEUE1",12
1348,"9780521776844","Working in English","Leo Jones","Cambridge University Press",2003,1,1,,,,"QUEUE1",12
1349,"9780582434646","Market leader : upper business English. Course book","David Cotton, David Falvey, Simon Kent","Longman",2001,2,2,,,,"QUEUE1",12
1350,"9781408236956","Market leader : intermediate Business English","David Cotton, David Falvey, Simon Kent","Pearson Longman",2010,5,4,"06/07/2015 15:41:58: 1 copies borrowed by Ingita Pade
06/07/2015 15:41:26: 1 copies returned by Ingita Pade
06/07/2015 15:32:17: 1 copies borrowed by Ingita Pade
",,,"QUEUE1",12
1351,"9781408268032","Market leader upper-intermediate","Bill Mascull","Longman",2011,2,2,,,,"QUEUE1",12
1352,"9780194739481","Business result : skills for business studies","Louis Rogers","Oxford University Press",2012,7,7,,,,"QUEUE1",12
1353,"9788466813631","@work, pre-intermediate B1+","Louis Rogers, Anna Cowper","Richmond",2013,1,1,,,,"QUEUE1",12
1354,"9780582854611","Market leader : advanced business English course book","Iwonna Dubicka, Margaret O'Keeffe","Pearson Longman",2006,1,1,,,,"QUEUE1",12
1355,"9780194768221","Business result advanced","Rachel Appleby & Heidi Grant ; Class DVD worksheets by John Hughes & Shaun Wilden [reimpr. 2012]","Oxford University Press",2009,2,2,,,,"QUEUE1",12
1356,"9780194531979","BEC vantage masterclass","Nina O'Driscoll; Fiona Scott-Barrett","Oxford University Press",2006,3,3,,,,"QUEUE1",12
1357,"9780194531818","BEC Vantage masterclass","Nick Brieger, Jeremy Comfort, Nina O'Driscoll... [et al.]","Oxford University Press",2003,1,1,,,,"QUEUE1",12
1358,"9780194531986","Bec vantage masterclass tb","Fiona Scott-Barrett","Oxf U P",2003,1,1,,,,"QUEUE1",12
1359,"9780230437807","The Business 2.0","John Allison, Paul Emmerson","",2013,1,1,,,,"QUEUE1",12
1360,"9780230437968","The business 2.0","John Allison with Paul Emmerson","Macmillan",2013,2,2,,,,"QUEUE1",12
1361,"9780230437975","The Business 2.0 Upper Intermediate Student's Book","Emmerson P.; Allison J., John Allison, Paul Emmerson","MacMillan",2013,1,1,,,,"QUEUE1",12
1362,"9780521671163","Business benchmark","Guy Brook-Hart","Cambridge University Press",2006,1,1,,,,"QUEUE1",12
1363,"9780521672955","Business benchmark : BEC Higher","Guy Brook-Hart","Cambridge University Press",2007,3,3,,,,"QUEUE1",12
1364,"9780521657518","Business communications","Drew Rodgers","Cambridge Univ. Press",1999,3,3,,,,"QUEUE1",12
1365,"9780194748032","Business result","David Grant, John Hughes & Rebecca Turner ; interactive workbook material by Alastair Lane","Oxford University Press",2009,2,2,,,,"QUEUE1",12
1366,"9780194748001","Business result","David Grant, John Hughes & Rebecca Turner ; interactive workbook material by Alastair Lane","Oxford University Press",2009,3,3,,,,"QUEUE1",12
1367,"9780194748094","Business result","David Grant, Jane Hudson & Robert McLarty","Oxford University Press",2009,3,3,,,,"QUEUE1",12
1368,"9780521755375","Business goals","Gareth Knight, Mark O'Neil, Bernie Hayden","Cambridge University Press",2004,1,1,,,,"QUEUE1",12
1369,"9780194513968","Business objectives : pairwork","John Bradley and Simon Clarke","University Press",1997,2,2,,,,"QUEUE1",12
1370,"9780521775298","Business vocabulary in use","Bill Mascull","Cambridge Univ. Press",2005,4,4,,,,"QUEUE1",12
1371,"9780521749237","Business vocabulary in use","Bill Mascull","Cambridge University Press",2010,2,2,,,,"QUEUE1",12
1372,"9780521540704","Business vocabulary in use","Bill Mascull","Klett",2006,5,5,,,,"QUEUE1",12
1373,"9780521128292","Business vocabulary in use","Bill Mascull","Cambridge University Press",2010,3,3,,,,"QUEUE1",12
1374,"9780521722155","Cambridge English for job-hunting","Colm Downes","Cambridge University Press",2008,3,3,,,,"QUEUE1",12
1375,"9780521124607","Cambridge English for Marketing Student's Book","Nick Robinson","Cambridge Univ Pr",2010,2,2,,,,"QUEUE1",12
1376,"9780521609753","Company to company : a task-based approach to business emails, letters and faxes","Andrew Littlejohn","University Press",2005,2,2,,,,"QUEUE1",12
1377,"9780521609760","Company to company : a task-based approach to business emails, letters and faxes","Andrew Littlejohn","University Press",2005,2,2,,,,"QUEUE1",12
1378,"9780521753623","English 365 for work and life","Bob Dignen, Steve Flinders, Simon Sweeney","Cambridge University Press",2004,1,1,,,,"QUEUE1",12
1379,"9780521446211","English for business communication : a short course consisting of five modules: cultural diversity and socialising, telephoning, presentations, meetings and negotiations","Simon Sweeney","Cambridge Univ. Press",1997,2,2,"14/07/2015 16:20:21: 1 copies returned by Sian Morrey
13/07/2015 12:47:21: 1 copies borrowed by Sian Morrey
",,,"QUEUE1",12
1380,"9780521446204","English for business communication","Simon Sweeney","Cambridge Univ. Press [u.a.]",1999,2,2,,,,"QUEUE1",12
1381,"9780194513845","Business objectives : lower intermediate business English : student's book","Vicki Hollett","Oxford University Press",1991,3,3,,,,"QUEUE1",12
1382,"9780194572354","Business options","Adrian Wallwork","University Press",1999,1,1,,,,"QUEUE1",12
1383,"9780194572347","Business options","Adrian Wallwork","Oxford University Press",1999,4,4,,,,"QUEUE1",12
1384,"9780230717060","In company : case studies book and cd","","Macmillan Education",2011,1,1,,,,"QUEUE1",12
1385,"9780230717244","In company : upper-intermediate student's book with CD-ROM","Mark Powell","Macmillan Education",2010,2,2,,,,"QUEUE1",12
1386,"9780230455351","In Company 3 0 Upper Intermediate Level","Mark Powell & John Allison","",2014,1,1,,,,"QUEUE1",12
1387,"9780175559893","Insights into business","Michael Lannon, Graham Tullis, Tonya Trappe","Nelson",1993,1,1,,,,"QUEUE1",12
1388,"9781405843409","Intelligent business","Graham Tullis; Tonya Trappe","Pearson Longman",2006,2,2,,,,"QUEUE1",12
1389,"9781905085668","Managing Projects","Bob Dignen","Delta Publishing",2012,2,2,,,,"QUEUE1",12
1390,"9781905085675","Leading people","Steve Flinders","Delta",2012,1,1,,,,"QUEUE1",12
1391,"9780194574969","International express upper-intermediate : workbook : [with student's CD]","Adrian Wallwork","Oxford University press",2007,1,1,,,,"QUEUE1",12
1392,"9780194597432","International express Upper-Intermediate : Teacher's resource book [with classroom DVD]","Rachel Appleby, Heidi Grant, Tracy Byrne","Oxford University Press",2006,1,1,,,,"QUEUE1",12
1393,"9780521547260","English for the financial sector teacher's book","Ian MacKenzie","Cambridge University Press",2008,1,1,,,,"QUEUE1",12
1394,"9780521752855","English for business studies : a course for business studies and economics students","Ian MacKenzie. Student's book / Ian MacKenzie","Cambridge University Press",2002,6,6,,,,"QUEUE1",12
1395,"9780521483537","English for business studies","Ian MacKenzie","Klett",1998,1,1,,,,"QUEUE1",12
1396,"9780521752862","English for business studies : a course for business studies and economics students","Ian MacKenzie. Teacher's book / Ian MacKenzie","Cambridge University Press",2002,1,1,,,,"QUEUE1",12
1397,"9780194570978","Effective socializing","Jeremy Comfort. With York Associates","Oxford Univ. Press",1998,1,1,,,,"QUEUE1",12
1398,"9780194597395","International express - student's book","Keith Harding and Adrian Wallwork","Oxford University Press",2007,2,2,,,,"QUEUE1",12
1399,"9780582848016","Intelligent business","Christine Johnson","Pearson Education",2006,1,1,,,,"QUEUE1",12
